FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200422;0000;;;35;
200423;0000;;;18;
200424;0000;;;23;
200425;0000;;;26;
200426;0000;;;20;
200427;0000;;;20;
200428;0000;;;50;
200429;0000;;;50;
200430;0000;;;38;
200501;0000;;;33;
200502;0000;;;25;
200503;0000;;;;
200504;0000;;;63;
200505;0000;;;54;
200506;0000;;;56;
200507;0000;;;37;
200508;0000;;;50;
200509;0000;;;46;
200510;0000;;;31;
200511;0000;;;59;
200512;0000;;;60;
200513;0000;;;55;
200514;0000;;;57;
200515;0000;;;68;
200516;0000;;;44;
200517;0000;;;27;
200518;0000;;;39;
200519;0000;;;41;
200520;0000;;;45;
200521;0000;;;32;
200522;0000;;;50;
200523;0000;;;69;
200524;0000;;;81;
200525;0000;;;90;
200526;0000;;;38;
200527;0000;;;51;
200528;0000;;;48;
200529;0000;;;60;
200530;0000;;;54;
200531;0000;;;52;
200601;0000;;;47;
200602;0000;;;40;
200603;0000;;;22;
200604;0000;;;45;
200605;0000;;;35;
200606;0000;;;48;
200607;0000;;;44;
200608;0000;;;41;
200609;0000;;;55;
200610;0000;;;47;
200611;0000;;;32;
200612;0000;;;25;
200613;0000;;;63;
200614;0000;;;48;
200615;0000;;;27;
200616;0000;;;38;
200617;0000;;;27;
200618;0000;;;48;
200619;0000;;;41;
200620;0000;;;35;
200621;0000;;;39;
200622;0000;;;34;
200623;0000;;;25;
200624;0000;;;33;
200625;0000;;;48;
200626;0000;;;50;
200627;0000;;;52;
200628;0000;;;31;
200629;0000;;;22;
200630;0000;;;27;
200701;0000;;;40;
200702;0000;;;36;
200703;0000;;;32;
200704;0000;;;24;
200705;0000;;;22;
200706;0000;;;33;
200707;0000;;;36;
200708;0000;;;28;
200709;0000;;;40;
200710;0000;;;49;
200711;0000;;;33;
200712;0000;;;41;
200713;0000;;;75;
200714;0000;;;61;
200715;0000;;;24;
200716;0000;;;27;
200717;0000;;;25;
200718;0000;;;17;
200719;0000;;;32;
200720;0000;;;28;
200721;0000;;;18;
200722;0000;;;24;
200723;0000;;;25;
200724;0000;;;33;
200725;0000;;;34;
200726;0000;;;32;
200727;0000;;;31;
200728;0000;;;45;
200729;0000;;;42;
200730;0000;;;23;
200731;0000;;;34;
200801;0000;;;32;
200802;0000;;;41;
200803;0000;;;22;
200804;0000;;;24;
200805;0000;;;26;
200806;0000;;;35;
200807;0000;;;64;
200808;0000;;;63;
200809;0000;;;30;
200810;0000;;;37;
200811;0000;;;45;
200812;0000;;;53;
200813;0000;;;45;
200814;0000;;;34;
200815;0000;;;48;
200816;0000;;;58;
200817;0000;;;52;
200818;0000;;;40;
200819;0000;;;39;
200820;0000;;;57;
200821;0000;;;47;
200822;0000;;;27;
200823;0000;;;21;
200824;0000;;;39;
200825;0000;;;24;
200826;0000;;;29;
200827;0000;;;33;
200828;0000;;;27;
200829;0000;;;31;
200830;0000;;;41;
200831;0000;;;41;
200901;0000;;;27;
200902;0000;;;33;
200903;0000;;;31;
200904;0000;;;32;
200905;0000;;;26;
200906;0000;;;42;
200907;0000;;;37;
200908;0000;;;28;
200909;0000;;;29;
200910;0000;;;45;
200911;0000;;;42;
200912;0000;;;51;
200913;0000;;;44;
200914;0000;;;67;
200915;0000;;;46;
200916;0000;;;44;
200917;0000;;;36;
200918;0000;;;54;
200919;0000;;;59;
200920;0000;;;30;
200921;0000;;;24;
200922;0000;;;28;
200923;0000;;;47;
200924;0000;;;31;
200925;0000;;;18;
200926;0000;;;39;
200927;0000;;;43;
200928;0000;;;43;
200929;0000;;;19;
200930;0000;;;57;
201001;0000;;;44;
201002;0000;;;32;
201003;0000;;;28;
201004;0000;;;47;
201005;0000;;;44;
201006;0000;;;27;
201007;0000;;;51;
201008;0000;;;54;
201009;0000;;;53;
201010;0000;;;43;
201011;0000;;;50;
201012;0000;;;36;
201013;0000;;;35;
201014;0000;;;24;
201015;0000;;;24;
201016;0000;;;12;
201017;0000;;;23;
201018;0000;;;28;
201019;0000;;;50;
201020;0000;;;48;
201021;0000;;;41;
201022;0000;;;34;
201023;0000;;;30;
201024;0000;;;21;
201025;0000;;;28;
201026;0000;;;52;
201027;0000;;;22;
201028;0000;;;69;
201029;0000;;;56;
201030;0000;;;47;
201031;0000;;;28;
201101;0000;;;19;
201102;0000;;;25;
201103;0000;;;22;
201104;0000;;;20;
201105;0000;;;51;
201106;0000;;;47;
201107;0000;;;40;
201108;0000;;;28;
201109;0000;;;27;
201110;0000;;;24;
201111;0000;;;14;
201112;0000;;;15;
201113;0000;;;13;
201114;0000;;;40;
201115;0000;;;41;
201116;0000;;;33;
201117;0000;;;28;
201118;0000;;;23;
201119;0000;;;11;
201120;0000;;;15;
201121;0000;;;33;
201122;0000;;;27;
201123;0000;;;21;
201124;0000;;;49;
201125;0000;;;84;
201126;0000;;;58;
201127;0000;;;45;
201128;0000;;;27;
201129;0000;;;40;
201130;0000;;;48;
201201;0000;;;44;
201202;0000;;;30;
201203;0000;;;59;
201204;0000;;;52;
201205;0000;;;37;
201206;0000;;;30;
201207;0000;;;21;
201208;0000;;;22;
201209;0000;;;39;
201210;0000;;;45;
201211;0000;;;73;
201212;0000;;;55;
201213;0000;;;56;
201214;0000;;;62;
201215;0000;;;30;
201216;0000;;;48;
201217;0000;;;32;
201218;0000;;;23;
201219;0000;;;35;
201220;0000;;;34;
201221;0000;;;38;
201222;0000;;;28;
201223;0000;;;23;
201224;0000;;;26;
201225;0000;;;35;
201226;0000;;;26;
201227;0000;;;13;
201228;0000;;;17;
201229;0000;;;26;
201230;0000;;;56;
201231;0000;;;59;
210101;0000;;;35;
210102;0000;;;27;
210103;0000;;;26;
210104;0000;;;43;
210105;0000;;;42;
210106;0000;;;39;
210107;0000;;;33;
210108;0000;;;32;
210109;0000;;;35;
210110;0000;;;37;
210111;0000;;;72;
210112;0000;;;55;
210113;0000;;;51;
210114;0000;;;42;
210115;0000;;;81;
210116;0000;;;43;
210117;0000;;;49;
210118;0000;;;26;
210119;0000;;;27;
210120;0000;;;25;
210121;0000;;;31;
210122;0000;;;17;
210123;0000;;;19;
210124;0000;;;;
210125;0000;;;15;
210126;0000;;;30;
210127;0000;;;42;
210128;0000;;;60;
210129;0000;;;32;
210130;0000;;;10;
210131;0000;;;11;
210201;0000;;;21;
210202;0000;;;19;
210203;0000;;;28;
210204;0000;;;24;
210205;0000;;;16;
210206;0000;;;22;
210207;0000;;;21;
210208;0000;;;29;
210209;0000;;;29;
210210;0000;;;14;
210211;0000;;;15;
210212;0000;;;22;
210213;0000;;;31;
210214;0000;;;28;
210215;0000;;;28;
210216;0000;;;27;
210217;0000;;;32;
210218;0000;;;33;
210219;0000;;;44;
210220;0000;;;39;
210221;0000;;;44;
210222;0000;;;43;
210223;0000;;;45;
210224;0000;;;42;
210225;0000;;;40;
210226;0000;;;25;
210227;0000;;;27;
210228;0000;;;31;
210301;0000;;;30;
210302;0000;;;26;
210303;0000;;;21;
210304;0000;;;20;
210305;0000;;;16;
210306;0000;;;19;
210307;0000;;;23;
210308;0000;;;32;
210309;0000;;;28;
210310;0000;;;29;
210311;0000;;;49;
210312;0000;;;48;
210313;0000;;;32;
210314;0000;;;28;
210315;0000;;;26;
210316;0000;;;42;
210317;0000;;;32;
210318;0000;;;48;
210319;0000;;;31;
210320;0000;;;28;
210321;0000;;;26;
210322;0000;;;42;
210323;0000;;;42;
210324;0000;;;42;
210325;0000;;;43;
210326;0000;;;89;
210327;0000;;;65;
210328;0000;;;45;
210329;0000;;;31;
210330;0000;;;30;
210331;0000;;;36;
210401;0000;;;34;
210402;0000;;;28;
210403;0000;;;28;
210404;0000;;;24;
210405;0000;;;26;
210406;0000;;;24;
210407;0000;;;31;
210408;0000;;;32;
210409;0000;;;46;
210410;0000;;;50;
210411;0000;;;48;
210412;0000;;;38;
210413;0000;;;28;
210414;0000;;;20;
210415;0000;;;32;
210416;0000;;;25;
210417;0000;;;28;
210418;0000;;;28;
210419;0000;;;25;
210420;0000;;;25;
210421;0000;;;27;
210422;0000;;;26;
210423;0000;;;24;
210424;0000;;;34;
210425;0000;;;40;
210426;0000;;;40;
210427;0000;;;32;
210428;0000;;;48;
210429;0000;;;45;
210430;0000;;;31;
210501;0000;;;32;
210502;0000;;;35;
210503;0000;;;29;
210504;0000;;;25;
210505;0000;;;39;
210506;0000;;;41;
210507;0000;;;30;
210508;0000;;;33;
210509;0000;;;51;
210510;0000;;;48;
210511;0000;;;43;
210512;0000;;;52;
210513;0000;;;58;
210514;0000;;;56;
210515;0000;;;91;
210516;0000;;;73;
210517;0000;;;51;
210518;0000;;;30;
210519;0000;;;39;
210520;0000;;;46;
210521;0000;;;30;
210522;0000;;;36;
210523;0000;;;51;
210524;0000;;;52;
210525;0000;;;58;
210526;0000;;;50;
210527;0000;;;30;
210528;0000;;;39;
210529;0000;;;;
210530;0000;;;59;
210531;0000;;;80;
210601;0000;;;66;
210602;0000;;;63;
210603;0000;;;59;
210604;0000;;;22;
210605;0000;;;41;
210606;0000;;;65;
210607;0000;;;58;
210608;0000;;;39;
210609;0000;;;60;
210610;0000;;;43;
210611;0000;;;101;
210612;0000;;;71;
210613;0000;;;41;
210614;0000;;;34;
210615;0000;;;29;
210616;0000;;;40;
210617;0000;;;34;
210618;0000;;;32;
210619;0000;;;54;
210620;0000;;;44;
210621;0000;;;49;
210622;0000;;;48;
210623;0000;;;24;
210624;0000;;;46;
210625;0000;;;38;
210626;0000;;;35;
210627;0000;;;53;
210628;0000;;;59;
210629;0000;;;53;
210630;0000;;;46;
210701;0000;;;36;
210702;0000;;;57;
210703;0000;;;76;
210704;0000;;;55;
210705;0000;;;43;
210706;0000;;;35;
210707;0000;;;50;
210708;0000;;;62;
210709;0000;;;36;
210710;0000;;;74;
210711;0000;;;67;
210712;0000;;;58;
210713;0000;;;59;
210714;0000;;;49;
210715;0000;;;55;
210716;0000;;;47;
210717;0000;;;59;
210718;0000;;;89;
210719;0000;;;53;
210720;0000;;;55;
210721;0000;;;42;
210722;0000;;;37;
210723;0000;;;36;
210724;0000;;;28;
210725;0000;;;37;
210726;0000;;;23;
210727;0000;;;40;
210728;0000;;;60;
210729;0000;;;52;
210730;0000;;;38;
210731;0000;;;55;
210801;0000;;;64;
210802;0000;;;47;
210803;0000;;;48;
210804;0000;;;39;
210805;0000;;;37;
210806;0000;;;47;
210807;0000;;;41;
210808;0000;;;53;
210809;0000;;;41;
210810;0000;;;54;
210811;0000;;;44;
210812;0000;;;42;
210813;0000;;;64;
210814;0000;;;66;
210815;0000;;;45;
210816;0000;;;28;
210817;0000;;;32;
210818;0000;;;32;
210819;0000;;;26;
210820;0000;;;46;
210821;0000;;;43;
210822;0000;;;62;
210823;0000;;;46;
210824;0000;;;37;
210825;0000;;;32;
210826;0000;;;44;
210827;0000;;;53;
210828;0000;;;52;
210829;0000;;;36;
210830;0000;;;20;
210831;0000;;;24;
210901;0000;;;40;
210902;0000;;;34;
210903;0000;;;28;
210904;0000;;;29;
210905;0000;;;31;
210906;0000;;;44;
210907;0000;;;35;
210908;0000;;;68;
210909;0000;;;51;
210910;0000;;;35;
210911;0000;;;38;
210912;0000;;;32;
210913;0000;;;33;
210914;0000;;;45;
210915;0000;;;51;
210916;0000;;;49;
210917;0000;;;30;
210918;0000;;;33;
210919;0000;;;42;
210920;0000;;;51;
210921;0000;;;35;
210922;0000;;;34;
210923;0000;;;50;
210924;0000;;;38;
210925;0000;;;30;
210926;0000;;;46;
210927;0000;;;55;
210928;0000;;;42;
210929;0000;;;29;
210930;0000;;;53;
211001;0000;;;54;
211002;0000;;;51;
211003;0000;;;61;
211004;0000;;;57;
211005;0000;;;39;
211006;0000;;;47;
211007;0000;;;27;
211008;0000;;;29;
211009;0000;;;41;
211010;0000;;;41;
211011;0000;;;46;
211012;0000;;;25;
211013;0000;;;23;
211014;0000;;;57;
211015;0000;;;61;
211016;0000;;;56;
211017;0000;;;63;
211018;0000;;;51;
211019;0000;;;25;
211020;0000;;;20;
211021;0000;;;29;
211022;0000;;;63;
211023;0000;;;65;
211024;0000;;;64;
211025;0000;;;63;
211026;0000;;;30;
211027;0000;;;18;
211028;0000;;;39;
211029;0000;;;33;
211030;0000;;;36;
211031;0000;;;36;
211101;0000;;;25;
211102;0000;;;28;
211103;0000;;;27;
211104;0000;;;110;
211105;0000;;;73;
211106;0000;;;37;
211107;0000;;;36;
211108;0000;;;31;
211109;0000;;;10;
211110;0000;;;19;
211111;0000;;;25;
211112;0000;;;26;
211113;0000;;;66;
211114;0000;;;64;
211115;0000;;;77;
211116;0000;;;56;
211117;0000;;;43;
211118;0000;;;36;
211119;0000;;;23;
211120;0000;;;18;
211121;0000;;;21;
211122;0000;;;24;
211123;0000;;;18;
211124;0000;;;16;
211125;0000;;;29;
211126;0000;;;18;
211127;0000;;;44;
211128;0000;;;67;
211129;0000;;;46;
211130;0000;;;26;
211201;0000;;;34;
211202;0000;;;33;
211203;0000;;;41;
211204;0000;;;46;
211205;0000;;;42;
211206;0000;;;29;
211207;0000;;;25;
211208;0000;;;30;
211209;0000;;;30;
211210;0000;;;26;
211211;0000;;;18;
211212;0000;;;45;
211213;0000;;;50;
211214;0000;;;31;
211215;0000;;;42;
211216;0000;;;26;
211217;0000;;;42;
211218;0000;;;29;
211219;0000;;;37;
211220;0000;;;28;
211221;0000;;;29;
211222;0000;;;33;
211223;0000;;;30;
211224;0000;;;25;
211225;0000;;;34;
211226;0000;;;36;
211227;0000;;;28;
211228;0000;;;30;
211229;0000;;;26;
211230;0000;;;49;
211231;0000;;;56;
220101;0000;;;58;
220102;0000;;;35;
220103;0000;;;47;
220104;0000;;;51;
220105;0000;;;43;
220106;0000;;;36;
220107;0000;;;35;
220108;0000;;;20;
220109;0000;;;21;
220110;0000;;;28;
220111;0000;;;24;
220112;0000;;;28;
220113;0000;;;34;
220114;0000;;;47;
220115;0000;;;35;
220116;0000;;;29;
220117;0000;;;96;
220118;0000;;;63;
220119;0000;;;47;
220120;0000;;;44;
220121;0000;;;38;
220122;0000;;;41;
220123;0000;;;57;
220124;0000;;;50;
220125;0000;;;32;
220126;0000;;;25;
220127;0000;;;32;
220128;0000;;;31;
220129;0000;;;39;
220130;0000;;;34;
220131;0000;;;45;
220201;0000;;;35;
220202;0000;;;43;
220203;0000;;;36;
220204;0000;;;29;
220205;0000;;;39;
220206;0000;;;43;
220207;0000;;;27;
220208;0000;;;29;
220209;0000;;;34;
220210;0000;;;39;
220211;0000;;;49;
220212;0000;;;67;
220213;0000;;;50;
220214;0000;;;49;
220215;0000;;;37;
220216;0000;;;41;
220217;0000;;;49;
220218;0000;;;52;
220219;0000;;;44;
220220;0000;;;45;
220221;0000;;;39;
220222;0000;;;30;
220223;0000;;;36;
220224;0000;;;45;
220225;0000;;;61;
220226;0000;;;81;
220227;0000;;;83;
220228;0000;;;65;
220301;0000;;;83;
220302;0000;;;61;
220303;0000;;;29;
220304;0000;;;20;
220305;0000;;;64;
220306;0000;;;41;
220307;0000;;;58;
220308;0000;;;44;
220309;0000;;;50;
220310;0000;;;81;
220311;0000;;;71;
220312;0000;;;36;
220313;0000;;;42;
220314;0000;;;35;
220315;0000;;;36;
220316;0000;;;27;
220317;0000;;;25;
220318;0000;;;64;
220319;0000;;;65;
220320;0000;;;44;
220321;0000;;;64;
220322;0000;;;49;
220323;0000;;;68;
220324;0000;;;97;
220325;0000;;;88;
220326;0000;;;49;
220327;0000;;;44;
220328;0000;;;39;
220329;0000;;;116;
220330;0000;;;85;
220331;0000;;;86;
220401;0000;;;52;
220402;0000;;;43;
220403;0000;;;55;
220404;0000;;;64;
220405;0000;;;60;
220406;0000;;;33;
220407;0000;;;22;
220408;0000;;;20;
220409;0000;;;24;
220410;0000;;;47;
220411;0000;;;64;
220412;0000;;;58;
220413;0000;;;56;
220414;0000;;;51;
220415;0000;;;32;
220416;0000;;;56;
220417;0000;;;40;
220418;0000;;;40;
220419;0000;;;39;
220420;0000;;;51;
220421;0000;;;61;
220422;0000;;;60;
220423;0000;;;28;
220424;0000;;;19;
220425;0000;;;25;
220426;0000;;;24;
220427;0000;;;22;
220428;0000;;;46;
220429;0000;;;48;
220430;0000;;;40;
220501;0000;;;43;
220502;0000;;;44;
220503;0000;;;46;
220504;0000;;;42;
220505;0000;;;37;
220506;0000;;;49;
220507;0000;;;44;
220508;0000;;;30;
220509;0000;;;43;
220510;0000;;;30;
220511;0000;;;27;
220512;0000;;;39;
220513;0000;;;53;
220514;0000;;;46;
220515;0000;;;37;
220516;0000;;;42;
220517;0000;;;48;
220518;0000;;;44;
220519;0000;;;;
220520;0000;;;36;
220521;0000;;;47;
220522;0000;;;61;
220523;0000;;;63;
220524;0000;;;29;
220525;0000;;;46;
220526;0000;;;40;
220527;0000;;;42;
220528;0000;;;62;
220529;0000;;;52;
220530;0000;;;47;
220531;0000;;;53;
220601;0000;;;37;
220602;0000;;;35;
220603;0000;;;39;
220604;0000;;;35;
220605;0000;;;32;
220606;0000;;;33;
220607;0000;;;34;
220608;0000;;;29;
220609;0000;;;38;
220610;0000;;;52;
220611;0000;;;34;
220612;0000;;;38;
220613;0000;;;39;
220614;0000;;;34;
220615;0000;;;33;
220616;0000;;;28;
220617;0000;;;36;
220618;0000;;;50;
220619;0000;;;46;
220620;0000;;;31;
220621;0000;;;32;
220622;0000;;;40;
220623;0000;;;34;
220624;0000;;;33;
220625;0000;;;33;
220626;0000;;;32;
220627;0000;;;23;
220628;0000;;;25;
220629;0000;;;32;
220630;0000;;;35;
220701;0000;;;20;
220702;0000;;;42;
220703;0000;;;53;
220704;0000;;;48;
220705;0000;;;46;
220706;0000;;;36;
220707;0000;;;54;
220708;0000;;;37;
220709;0000;;;26;
220710;0000;;;18;
220711;0000;;;30;
220712;0000;;;35;
220713;0000;;;32;
220714;0000;;;19;
220715;0000;;;16;
220716;0000;;;24;
220717;0000;;;34;
220718;0000;;;52;
220719;0000;;;47;
220720;0000;;;41;
220721;0000;;;47;
220722;0000;;;46;
220723;0000;;;28;
220724;0000;;;19;
220725;0000;;;20;
220726;0000;;;37;
220727;0000;;;34;
220728;0000;;;41;
220729;0000;;;40;
220730;0000;;;29;
220731;0000;;;36;
220801;0000;;;36;
220802;0000;;;43;
220803;0000;;;44;
220804;0000;;;45;
220805;0000;;;42;
220806;0000;;;26;
220807;0000;;;;
220808;0000;;;29;
220809;0000;;;42;
220810;0000;;;35;
220811;0000;;;35;
220812;0000;;;38;
220813;0000;;;48;
220814;0000;;;35;
220815;0000;;;37;
220816;0000;;;48;
220817;0000;;;29;
220818;0000;;;43;
220819;0000;;;59;
220820;0000;;;36;
220821;0000;;;27;
220822;0000;;;27;
220823;0000;;;35;
220824;0000;;;50;
220825;0000;;;44;
220826;0000;;;41;
220827;0000;;;49;
220828;0000;;;58;
220829;0000;;;24;
220830;0000;;;21;
220831;0000;;;34;
220901;0000;;;44;
220902;0000;;;48;
220903;0000;;;52;
220904;0000;;;29;
220905;0000;;;21;
220906;0000;;;14;
220907;0000;;;24;
220908;0000;;;20;
220909;0000;;;43;
220910;0000;;;35;
220911;0000;;;31;
220912;0000;;;36;
220913;0000;;;27;
220914;0000;;;47;
220915;0000;;;44;
220916;0000;;;24;
220917;0000;;;33;
220918;0000;;;29;
220919;0000;;;44;
220920;0000;;;32;
220921;0000;;;39;
220922;0000;;;43;
220923;0000;;;39;
220924;0000;;;23;
220925;0000;;;41;
220926;0000;;;32;
220927;0000;;;33;
220928;0000;;;28;
220929;0000;;;27;
220930;0000;;;25;
221001;0000;;;23;
221002;0000;;;20;
221003;0000;;;11;
221004;0000;;;24;
221005;0000;;;25;
221006;0000;;;45;
221007;0000;;;37;
221008;0000;;;38;
221009;0000;;;51;
221010;0000;;;42;
221011;0000;;;41;
221012;0000;;;58;
221013;0000;;;48;
221014;0000;;;66;
221015;0000;;;41;
221016;0000;;;28;
221017;0000;;;14;
221018;0000;;;13;
221019;0000;;;23;
221020;0000;;;42;
221021;0000;;;38;
221022;0000;;;27;
221023;0000;;;22;
221024;0000;;;23;
221025;0000;;;19;
221026;0000;;;38;
221027;0000;;;31;
221028;0000;;;32;
221029;0000;;;48;
221030;0000;;;78;
221031;0000;;;74;
221101;0000;;;57;
221102;0000;;;34;
221103;0000;;;32;
221104;0000;;;31;
221105;0000;;;25;
221106;0000;;;31;
221107;0000;;;27;
221108;0000;;;15;
221109;0000;;;15;
221110;0000;;;20;
221111;0000;;;14;
221112;0000;;;17;
221113;0000;;;23;
221114;0000;;;36;
221115;0000;;;33;
221116;0000;;;24;
221117;0000;;;29;
221118;0000;;;34;
221119;0000;;;40;
221120;0000;;;59;
221121;0000;;;57;
221122;0000;;;46;
221123;0000;;;20;
221124;0000;;;13;
221125;0000;;;11;
221126;0000;;;16;
221127;0000;;;22;
221128;0000;;;21;
221129;0000;;;15;
221130;0000;;;20;
221201;0000;;;30;
221202;0000;;;35;
221203;0000;;;26;
221204;0000;;;24;
221205;0000;;;28;
221206;0000;;;26;
221207;0000;;;18;
221208;0000;;;23;
221209;0000;;;14;
221210;0000;;;44;
221211;0000;;;70;
221212;0000;;;51;
221213;0000;;;50;
221214;0000;;;42;
221215;0000;;;93;
221216;0000;;;44;
221217;0000;;;35;
221218;0000;;;31;
221219;0000;;;27;
221220;0000;;;30;
221221;0000;;;26;
221222;0000;;;44;
221223;0000;;;64;
221224;0000;;;65;
221225;0000;;;46;
